Back to Contents,Data 1: Retail
Sourcekey,EMM_EPMR_PTE_NUS_DPG
Date,Weekly U.S. Regular All Formulations Retail Gasoline Prices  (Dollars per Gallon)
2021-08-16 00:00:00,3.174
2021-08-23 00:00:00,3.145
2021-08-30 00:00:00,3.139
2021-09-06 00:00:00,3.176
2021-09-13 00:00:00,3.165
2021-09-20 00:00:00,3.184
2021-09-27 00:00:00,3.175
2021-10-04 00:00:00,3.19
2021-10-11 00:00:00,3.267
2021-10-18 00:00:00,3.322
2021-10-25 00:00:00,3.383
2021-11-01 00:00:00,3.39
2021-11-08 00:00:00,3.41
2021-11-15 00:00:00,3.399
2021-11-22 00:00:00,3.395
2021-11-29 00:00:00,3.38
2021-12-06 00:00:00,3.341
2021-12-13 00:00:00,3.315
2021-12-20 00:00:00,3.295
2021-12-27 00:00:00,3.275
2022-01-03 00:00:00,3.281
2022-01-10 00:00:00,3.295
2022-01-17 00:00:00,3.306
2022-01-24 00:00:00,3.323
2022-01-31 00:00:00,3.368
2022-02-07 00:00:00,3.444
2022-02-14 00:00:00,3.487
2022-02-21 00:00:00,3.53
2022-02-28 00:00:00,3.608
2022-03-07 00:00:00,4.102
2022-03-14 00:00:00,4.315
2022-03-21 00:00:00,4.239
2022-03-28 00:00:00,4.231
2022-04-04 00:00:00,4.17
2022-04-11 00:00:00,4.091
2022-04-18 00:00:00,4.066
2022-04-25 00:00:00,4.107
2022-05-02 00:00:00,4.182
2022-05-09 00:00:00,4.328
2022-05-16 00:00:00,4.491
2022-05-23 00:00:00,4.593
2022-05-30 00:00:00,4.624
2022-06-06 00:00:00,4.876
2022-06-13 00:00:00,5.006
2022-06-20 00:00:00,4.962
2022-06-27 00:00:00,4.872
2022-07-04 00:00:00,4.771
2022-07-11 00:00:00,4.646
2022-07-18 00:00:00,4.49
2022-07-25 00:00:00,4.33
2022-08-01 00:00:00,4.192
2022-08-08 00:00:00,4.038
2022-08-15 00:00:00,3.938
2022-08-22 00:00:00,3.88
2022-08-29 00:00:00,3.827
2022-09-05 00:00:00,3.746
2022-09-12 00:00:00,3.69
2022-09-19 00:00:00,3.654
2022-09-26 00:00:00,3.711
2022-10-03 00:00:00,3.782
2022-10-10 00:00:00,3.912
2022-10-17 00:00:00,3.871
2022-10-24 00:00:00,3.769
2022-10-31 00:00:00,3.742
2022-11-07 00:00:00,3.796
2022-11-14 00:00:00,3.762
2022-11-21 00:00:00,3.648
2022-11-28 00:00:00,3.534
2022-12-05 00:00:00,3.39
2022-12-12 00:00:00,3.239
2022-12-19 00:00:00,3.12
2022-12-26 00:00:00,3.091
2023-01-02 00:00:00,3.223
2023-01-09 00:00:00,3.259
2023-01-16 00:00:00,3.31
2023-01-23 00:00:00,3.415
2023-01-30 00:00:00,3.489
2023-02-06 00:00:00,3.444
2023-02-13 00:00:00,3.39
2023-02-20 00:00:00,3.379
2023-02-27 00:00:00,3.342
2023-03-06 00:00:00,3.389
2023-03-13 00:00:00,3.456
2023-03-20 00:00:00,3.422
2023-03-27 00:00:00,3.421
2023-04-03 00:00:00,3.497
2023-04-10 00:00:00,3.596
2023-04-17 00:00:00,3.663
2023-04-24 00:00:00,3.656
2023-05-01 00:00:00,3.6
2023-05-08 00:00:00,3.533
2023-05-15 00:00:00,3.536
2023-05-22 00:00:00,3.534
2023-05-29 00:00:00,3.571
2023-06-05 00:00:00,3.541
2023-06-12 00:00:00,3.595
2023-06-19 00:00:00,3.577
2023-06-26 00:00:00,3.571
2023-07-03 00:00:00,3.527
2023-07-10 00:00:00,3.546
2023-07-17 00:00:00,3.559
2023-07-24 00:00:00,3.596
2023-07-31 00:00:00,3.757
2023-08-07 00:00:00,3.828
2023-08-14 00:00:00,3.85
2023-08-21 00:00:00,3.868
2023-08-28 00:00:00,3.813
2023-09-04 00:00:00,3.807
2023-09-11 00:00:00,3.822
2023-09-18 00:00:00,3.878
2023-09-25 00:00:00,3.837
2023-10-02 00:00:00,3.798
2023-10-09 00:00:00,3.684
2023-10-16 00:00:00,3.576
2023-10-23 00:00:00,3.533
2023-10-30 00:00:00,3.473
2023-11-06 00:00:00,3.396
2023-11-13 00:00:00,3.349
2023-11-20 00:00:00,3.289
2023-11-27 00:00:00,3.238
2023-12-04 00:00:00,3.231
2023-12-11 00:00:00,3.136
2023-12-18 00:00:00,3.053
2023-12-25 00:00:00,3.116
2024-01-01 00:00:00,3.089
2024-01-08 00:00:00,3.073
2024-01-15 00:00:00,3.058
2024-01-22 00:00:00,3.062
2024-01-29 00:00:00,3.095
2024-02-05 00:00:00,3.136
